Year,Age,Female,Male,Total
1816,0,390373.68,405135.63,795509.31
1816,1,368928.28,382775.73,751704.01
1816,2,352525.76,365653.73,718179.49
1816,3,341261.43,353940.22,695201.65
1816,4,339910.85,352494.69,692405.54
1816,5,312189.89,329070.27,641260.16
1816,6,306829.9,323409.86,630239.76
1816,7,302157.72,318452.72,620610.44
1816,8,296102.61,312050.17,608152.78
1816,9,284719.88,300016.98,584736.86
1816,10,290402.52,292109.53,582512.05
1816,11,287882.01,289533.83,577415.84
1816,12,285514.9,287109.68,572624.58
1816,13,283972.32,285500.1,569472.42
1816,14,284228.25,285746.85,569975.1
1816,15,296931.45,288541.58,585473.03
1816,16,291779.76,283588.09,575367.85
1816,17,283929.55,276053.23,559982.78
1816,18,274550.27,267101.85,541652.12
1816,19,264808.97,257715.24,522524.21
1816,20,289681.39,249802.67,539484.06
1816,21,275389.82,237482.88,512872.7
1816,22,263511.17,227170.42,490681.59
1816,23,252987.71,217970.91,470958.62
1816,24,243429.92,209573.12,453003.04
1816,25,241275.33,197507.46,438782.79
1816,26,239764.26,196185.27,435949.53
1816,27,239497.27,195920.09,435417.36
1816,28,241767.25,197757.62,439524.87
1816,29,247695.89,202629.57,450325.46
1816,30,225316.45,203955.4,429271.85
1816,31,224060.0,202817.93,426877.93
1816,32,222171.9,201104.73,423276.63
1816,33,219235.25,198426.26,417661.51
1816,34,216216.4,195695.67,411912.07
1816,35,214979.95,196041.22,411021.17
1816,36,210591.45,192027.3,402618.75
1816,37,205128.21,187031.98,392160.19
1816,38,198570.3,181025.68,379595.98
1816,39,190730.09,173873.82,364603.91
1816,40,198644.04,167005.16,365649.2
1816,41,191946.6,161370.55,353317.15
1816,42,187298.35,157467.32,344765.67
1816,43,183912.77,154626.45,338539.22
1816,44,180198.24,151530.53,331728.77
1816,45,172609.75,148004.88,320614.63
1816,46,172800.09,148216.96,321017.05
1816,47,172313.52,147859.22,320172.74
1816,48,171399.57,147149.37,318548.94
1816,49,170877.07,146769.56,317646.63
1816,50,159957.41,146954.96,306912.37
1816,51,157240.16,144524.69,301764.85
1816,52,154503.05,142070.43,296573.48
1816,53,151246.23,139134.54,290380.77
1816,54,147053.15,135315.38,282368.53
1816,55,141822.67,134071.27,275893.94
1816,56,138626.46,131033.97,269660.43
1816,57,134866.52,127435.35,262301.87
1816,58,130348.27,123108.74,253457.01
1816,59,124336.08,117350.67,241686.75
1816,60,121834.55,115121.04,236955.59
1816,61,116177.81,109760.18,225937.99
1816,62,109813.38,103764.22,213577.6
1816,63,102983.59,97365.8,200349.39
1816,64,96190.66,90988.77,187179.43
1816,65,92647.67,86851.51,179499.18
1816,66,85759.28,80403.21,166162.49
1816,67,79030.09,74074.8,153104.89
1816,68,72683.38,68082.52,140765.9
1816,69,66879.58,62587.97,129467.55
1816,70,62302.16,58665.31,120967.47
1816,71,56829.21,53490.64,110319.85
1816,72,51302.97,48290.17,99593.14
1816,73,45598.38,42944.31,88542.69
1816,74,40967.29,38609.57,79576.86
1816,75,37365.32,34930.14,72295.46
1816,76,33034.18,30877.12,63911.3
1816,77,28971.72,27053.94,56025.66
1816,78,25056.05,23352.63,48408.68
1816,79,25572.73,23786.16,49358.89
1816,80,19282.54,18032.9,37315.44
1816,81,16388.99,15349.09,31738.08
1816,82,13685.08,12848.44,26533.52
1816,83,11187.14,10521.76,21708.9
1816,84,8953.49,8420.76,17374.25
1816,85,7059.58,6626.54,13686.12
1816,86,5527.65,5176.15,10703.8
1816,87,4315.95,4034.53,8350.48
1816,88,3400.73,3175.71,6576.44
1816,89,2714.58,2536.31,5250.89
1816,90,2165.33,2035.13,4200.46
1816,91,1713.52,1629.47,3342.99
1816,92,1334.07,1279.1,2613.17
1816,93,1012.61,990.39,2003.0
1816,94,745.99,751.18,1497.17
1816,95,538.06,547.81,1085.87
1816,96,383.96,390.24,774.2
1816,97,271.41,278.05,549.46
1816,98,186.45,183.54,369.99
1816,99,124.85,125.37,250.22
1816,100,78.81,83.1,161.91
1816,101,54.9,58.53,113.43
1816,102,37.5,40.36,77.86
1816,103,25.88,27.9,53.78
1816,104,17.51,19.26,36.77
1816,105,11.51,12.96,24.47
1816,106,7.61,8.43,16.04
1816,107,5.12,5.51,10.63
1816,108,3.42,3.71,7.13
1816,109,1.64,2.44,4.08
1816,110,1.59,1.17,2.76
1817,0,418037.3,437713.36,855750.66
1817,1,395118.14,415965.97,811084.11
1817,2,350192.1,360940.86,711132.96
1817,3,334170.18,344189.3,678359.48
1817,4,323255.69,332763.89,656019.58
1817,5,314942.3,323969.32,638911.62
1817,6,306894.08,323586.61,630480.69
1817,7,301570.31,317729.34,619299.65
1817,8,297191.22,312864.76,610055.98
1817,9,293401.73,308604.06,602005.79
1817,10,288108.32,302770.48,590878.8
1817,11,289605.46,291310.26,580915.72
1817,12,287201.75,288786.68,575988.43
1817,13,284768.87,286338.33,571107.2
1817,14,282249.89,283941.72,566191.61
1817,15,280252.85,282277.08,562529.93
1817,16,290966.02,282372.03,573338.05
1817,17,288305.4,280230.4,568535.8
1817,18,282763.59,275210.31,557973.9
1817,19,274805.51,267649.95,542455.46
1817,20,265732.84,258644.14,524376.98
1817,21,288817.67,249355.52,538173.19
1817,22,273609.26,235647.36,509256.62
1817,23,260785.73,223918.85,484704.58
1817,24,250240.74,214202.88,464443.62
1817,25,240865.11,205622.54,446487.65
1817,26,242017.65,197844.25,439861.9
1817,27,239996.16,195982.37,435978.53
1817,28,238629.96,194763.07,433393.03
1817,29,238399.45,194537.97,432937.42
1817,30,240603.61,196370.12,436973.73
1817,31,222562.75,201197.12,423759.87
1817,32,221194.1,200003.75,421197.85
1817,33,219837.48,198843.57,418681.05
1817,34,217846.97,197122.34,414969.31
1817,35,214804.09,194472.14,409276.23
1817,36,210322.99,191734.54,402057.53
1817,37,207053.9,188857.96,395911.86
1817,38,202647.17,184924.69,387571.86
1817,39,197227.92,180030.65,377258.57
1817,40,190775.98,174158.62,364934.6
1817,41,198619.19,167148.43,365767.62
1817,42,190554.11,160270.34,350824.45
1817,43,184100.86,154758.48,338859.34
1817,44,179601.31,150933.49,330534.8
1817,45,176246.27,148148.34,324394.61
1817,46,169800.04,145083.72,314883.76
1817,47,170081.6,145486.71,315568.31
1817,48,169969.26,145577.85,315547.11
1817,49,169138.44,145060.9,314199.34
1817,50,167868.85,144159.41,312028.26
1817,51,156686.31,143592.68,300278.99
1817,52,153821.22,141117.79,294939.01
1817,53,151008.38,138630.72,289639.1
1817,54,148305.32,136167.49,284472.81
1817,55,145233.78,133268.19,278501.97
1817,56,136820.54,129493.01,266313.55
1817,57,134353.17,126923.9,261277.07
1817,58,131308.41,123812.04,255120.45
1817,59,127561.21,120083.22,247644.43
1817,60,122946.41,115595.77,238542.18
1817,61,116043.76,109717.52,225761.28
1817,62,111032.19,104965.98,215998.17
1817,63,105561.13,99781.67,205342.8
1817,64,99589.44,94095.42,193684.86
1817,65,93384.41,88126.07,181510.48
1817,66,87454.2,82184.38,169638.58
1817,67,81293.32,76233.62,157526.94
1817,68,75131.41,70301.37,145432.78
1817,69,68975.11,64428.75,133403.86
1817,70,63039.37,58833.67,121873.04
1817,71,57085.54,53687.65,110773.19
1817,72,51974.47,48953.47,100927.94
1817,73,46978.11,44324.76,91302.87
1817,74,42074.09,39735.04,81809.13
1817,75,37184.45,35078.97,72263.42
1817,76,33586.43,31346.2,64932.63
1817,77,29788.15,27646.52,57434.67
1817,78,26293.69,24220.24,50513.93
1817,79,22956.56,20983.17,43939.73
1817,80,19180.53,17860.3,37040.83
1817,81,16269.69,15155.84,31425.53
1817,82,13578.21,12678.22,26256.43
1817,83,11141.23,10439.97,21581.2
1817,84,8975.08,8431.9,17406.98
1817,85,7120.51,6687.5,13808.01
1817,86,5621.92,5266.07,10887.99
1817,87,4418.67,4122.76,8541.43
1817,88,3466.09,3222.68,6688.77
1817,89,2740.42,2539.88,5280.3
1817,90,2175.49,2012.12,4187.61
1817,91,1715.62,1594.12,3309.74
1817,92,1335.89,1256.51,2592.4
1817,93,1020.95,968.45,1989.4
1817,94,756.41,736.33,1492.74
1817,95,537.52,545.71,1083.23
1817,96,374.73,389.55,764.28
1817,97,257.86,269.72,527.58
1817,98,177.04,188.49,365.53
1817,99,118.31,118.15,236.46
1817,100,82.11,80.72,162.83
1817,101,57.3,56.13,113.43
1817,102,40.16,39.4,79.56
1817,103,27.55,26.97,54.52
1817,104,19.27,18.64,37.91
1817,105,13.18,12.93,26.11
1817,106,8.72,8.69,17.41
1817,107,5.84,5.59,11.43
1817,108,4.01,3.65,7.66
1817,109,2.74,2.5,5.24
1817,110,3.23,2.57,5.8
1818,0,407587.14,426635.76,834222.9
1818,1,378715.88,388632.35,767348.23
1818,2,373033.68,391964.64,764998.32
1818,3,338765.66,350092.26,688857.92
1818,4,327155.2,337890.29,665045.49
1818,5,318644.75,328892.28,647537.03
1818,6,310953.68,320732.91,631686.59
1818,7,303556.15,319541.21,623097.36
1818,8,298920.34,314411.69,613332.03
1818,9,295104.64,310162.46,605267.1
1818,10,291512.54,306137.12,597649.66
1818,11,285208.96,299316.15,584525.11
1818,12,287813.02,289444.72,577257.74
1818,13,285475.43,287058.13,572533.56
1818,14,283002.84,284649.49,567652.33
1818,15,280386.86,282264.68,562651.54
1818,16,278849.6,281094.33,559943.93
1818,17,289973.11,281614.71,571587.82
1818,18,286615.29,278744.84,565360.13
1818,19,280433.33,272981.9,553415.23
1818,20,272101.31,264845.57,536946.88
1818,21,262967.35,255642.43,518609.78
1818,22,285873.94,246398.45,532272.39
1818,23,271021.06,232944.44,503965.5
1818,24,258633.82,221627.82,480261.64
1818,25,248308.5,212205.89,460514.39
1818,26,239047.4,203883.57,442930.97
1818,27,239403.68,195366.41,434770.09
1818,28,237528.5,193737.48,431265.98
1818,29,236349.22,192750.85,429100.07
1818,30,236529.58,192916.02,429445.6
1818,31,239451.71,195352.58,434804.29
1818,32,220569.27,199273.55,419842.82
1818,33,219196.08,198093.84,417289.92
1818,34,217709.25,196830.48,414539.73
1818,35,215458.94,194897.91,410356.85
1818,36,212268.56,192116.39,404384.95
1818,37,208400.19,190080.75,398480.94
1818,38,204862.45,186950.38,391812.83
1818,39,200207.65,182772.19,382979.84
1818,40,194555.78,177650.27,372206.05
1818,41,187765.15,171430.23,359195.38
1818,42,195432.12,164396.62,359828.74
1818,43,187613.32,157715.05,345328.37
1818,44,181533.02,152517.15,334050.17
1818,45,177303.11,148933.4,326236.51
1818,46,173848.33,146062.05,319910.38
1818,47,167274.03,142701.64,309975.67
1818,48,167438.07,142992.94,310431.01
1818,49,167096.46,142865.49,309961.95
1818,50,166061.27,142137.24,308198.51
1818,51,164700.71,141119.31,305820.02
1818,52,153617.69,140400.93,294018.62
1818,53,150700.1,137831.1,288531.2
1818,54,147900.85,135305.93,283206.78
1818,55,145161.41,132757.03,277918.44
1818,56,141869.44,129617.76,271487.2
1818,57,133794.64,126158.22,259952.86
1818,58,131113.13,123393.91,254507.04
1818,59,127752.29,120019.36,247771.65
1818,60,123645.59,116003.96,239649.55
1818,61,118419.11,111014.36,229433.47
1818,62,111877.46,105487.11,217364.57
1818,63,106651.69,100560.66,207212.35
1818,64,101032.6,95241.49,196274.09
1818,65,95056.27,89528.08,184584.35
1818,66,88917.29,83607.8,172525.09
1818,67,83272.26,77831.3,161103.56
1818,68,77103.07,71896.72,148999.79
1818,69,70884.1,65959.47,136843.57
1818,70,64629.88,60061.04,124690.92
1818,71,58784.19,54626.41,113410.6
1818,72,52790.46,49504.47,102294.93
1818,73,47720.01,44836.44,92556.45
1818,74,42831.14,40308.2,83139.34
1818,75,38104.16,35862.91,73967.07
1818,76,33304.65,31265.46,64570.11
1818,77,29956.02,27419.03,57375.05
1818,78,26377.59,23990.65,50368.24
1818,79,23059.69,20817.76,43877.45
1818,80,19230.5,17796.59,37027.09
1818,81,16268.25,15042.7,31310.95
1818,82,13550.85,12556.95,26107.8
1818,83,11118.72,10344.26,21462.98
1818,84,9007.0,8417.15,17424.15
1818,85,7214.41,6749.69,13964.1
1818,86,5747.97,5358.94,11106.91
1818,87,4568.27,4229.73,8798.0
1818,88,3611.03,3318.38,6929.41
1818,89,2831.58,2590.0,5421.58
1818,90,2208.13,2019.21,4227.34
1818,91,1714.95,1576.62,3291.57
1818,92,1315.36,1227.21,2542.57
1818,93,994.9,950.38,1945.28
1818,94,738.22,715.28,1453.5
1818,95,528.32,526.29,1054.61
1818,96,363.36,377.51,740.87
1818,97,243.4,255.41,498.81
1818,98,160.07,164.9,324.97
1818,99,103.47,108.26,211.73
1818,100,62.36,64.68,127.04
1818,101,42.86,48.03,90.89
1818,102,28.07,32.13,60.2
1818,103,18.58,21.95,40.53
1818,104,11.76,14.41,26.17
1818,105,7.8,9.69,17.49
1818,106,4.93,6.61,11.54
1818,107,2.84,4.28,7.12
1818,108,1.68,2.54,4.22
1818,109,1.1,1.57,2.67
1818,110,0.97,2.08,3.05
1819,0,397703.52,415427.21,813130.73
1819,1,368735.04,378455.24,747190.28
1819,2,360684.5,368509.2,729193.7
1819,3,354273.34,371451.21,725724.55
1819,4,330707.83,342759.77,673467.6
1819,5,321778.26,333324.28,655102.54
1819,6,314606.27,325762.5,640368.77
1819,7,307384.74,318086.69,625471.43
1819,8,300562.46,316022.46,616584.92
1819,9,296543.29,311543.56,608086.85
1819,10,293251.59,307832.85,601084.44
1819,11,289728.85,303900.76,593629.61
1819,12,282384.05,296027.69,578411.74
1819,13,286017.09,287652.39,573669.48
1819,14,283651.61,285304.73,568956.34
1819,15,281039.76,282854.72,563894.48
1819,16,278272.81,280390.36,558663.17
1819,17,277191.43,279700.14,556891.57
1819,18,288733.17,280627.74,569360.91
1819,19,284686.02,277013.57,561699.59
1819,20,277854.27,270449.02,548303.29
1819,21,269196.78,261886.25,531083.03
1819,22,260005.04,252534.27,512539.31
1819,23,282758.9,243445.49,526204.39
1819,24,268291.9,230359.85,498651.75
1819,25,256367.43,219548.46,475915.89
1819,26,246276.76,210474.81,456751.57
1819,27,237109.17,202357.63,439466.8
1819,28,236644.74,193038.42,429683.16
1819,29,234889.48,191571.13,426460.61
1819,30,233870.67,190754.01,424624.68
1819,31,234452.52,191248.97,425701.49
1819,32,238096.05,194290.25,432386.3
1819,33,218381.77,197307.67,415689.44
1819,34,217016.26,196149.0,413165.26
1819,35,215420.37,194811.77,410232.14
1819,36,212906.27,192635.77,405542.04
1819,37,209582.02,189739.1,399321.12
1819,38,206332.37,188398.84,394731.21
1819,39,202532.34,185005.3,387537.64
1819,40,197636.76,180582.63,378219.39
1819,41,191766.94,175207.08,366974.02
1819,42,184657.21,168657.49,353314.7
1819,43,192170.1,161618.13,353788.23
1819,44,184620.78,155159.98,339780.76
1819,45,178934.75,150314.55,329249.3
1819,46,174979.87,146975.93,321955.8
1819,47,171414.13,144022.81,315436.94
1819,48,164694.46,140357.02,305051.48
1819,49,164720.84,140523.56,305244.4
1819,50,164135.89,140166.74,304302.63
1819,51,162893.24,139248.6,302141.84
1819,52,161470.69,138162.56,299633.25
1819,53,150509.44,137341.46,287850.9
1819,54,147552.61,134718.01,282270.62
1819,55,144764.55,132179.66,276944.21
1819,56,141928.4,129527.11,271455.51
1819,57,138321.74,126088.13,264409.87
1819,58,130499.21,122888.67,253387.88
1819,59,127539.87,119886.95,247426.82
1819,60,123854.3,116237.93,240092.23
1819,61,119419.19,111972.95,231392.14
1819,62,113737.89,106590.78,220328.67
1819,63,107688.52,101510.84,209199.36
1819,64,102350.22,96483.53,198833.75
1819,65,96660.47,91081.6,187742.07
1819,66,90611.16,85299.85,175911.01
1819,67,84451.35,79367.45,163818.8
1819,68,78988.75,73691.03,152679.78
1819,69,72730.1,67727.14,140457.24
1819,70,66416.69,61773.38,128190.07
1819,71,60066.6,55863.73,115930.33
1819,72,54412.31,50666.75,105079.06
1819,73,48476.65,45634.83,94111.48
1819,74,43537.94,41085.84,84623.78
1819,75,38844.28,36702.67,75546.95
1819,76,34301.96,32385.2,66687.16
1819,77,29594.33,27834.78,57429.11
1819,78,26486.73,23857.48,50344.21
1819,79,23132.09,20694.51,43826.6
1819,80,19423.08,18034.63,37457.71
1819,81,16424.63,15199.5,31624.13
1819,82,13678.26,12665.56,26343.82
1819,83,11218.73,10428.33,21647.06
1819,84,9086.46,8492.73,17579.19
1819,85,7302.38,6857.68,14160.06
1819,86,5847.81,5492.46,11340.27
1819,87,4664.93,4356.03,9020.96
1819,88,3714.04,3436.43,7150.47
1819,89,2930.85,2689.95,5620.8
1819,90,2270.55,2080.84,4351.39
1819,91,1741.92,1608.06,3349.98
1819,92,1326.48,1244.18,2570.66
1819,93,996.1,961.18,1957.28
1819,94,736.3,738.49,1474.79
1819,95,530.09,544.03,1074.12
1819,96,366.88,391.11,757.99
1819,97,239.37,270.63,510.0
1819,98,149.98,171.98,321.96
1819,99,90.36,100.06,190.42
1819,100,52.32,59.35,111.67
1819,101,31.46,35.01,66.47
1819,102,19.82,24.44,44.26
1819,103,11.66,14.8,26.46
1819,104,7.02,9.32,16.34
1819,105,3.71,5.28,8.99
1819,106,2.26,3.16,5.42
1819,107,1.16,1.97,3.13
1819,108,0.31,1.01,1.32
1819,109,0.0,0.26,0.26
1819,110,0.0,0.0,0.0
1820,0,421384.28,437806.46,859190.74
1820,1,363657.03,371067.21,734724.24
1820,2,351207.41,358073.83,709281.24
1820,3,346652.7,352485.86,699138.56
1820,4,339203.59,354680.25,693883.84
1820,5,324498.02,337233.87,661731.89
1820,6,316870.15,329192.0,646062.15
1820,7,310801.46,322760.2,633561.66
1820,8,303952.97,315457.23,619410.2
1820,9,297655.31,312479.94,610135.25
1820,10,294285.56,308705.37,602990.93
1820,11,291454.16,305534.9,596989.06
1820,12,288036.35,301767.46,589803.81
1820,13,279617.74,292843.88,572461.62
1820,14,284218.4,285922.57,570140.97
1820,15,281745.76,283551.68,565297.44
1820,16,278954.64,280967.49,559922.13
1820,17,276041.66,278399.69,554441.35
1820,18,275422.61,278153.15,553575.76
1820,19,287377.29,279444.86,566822.15
1820,20,282607.51,274992.22,557599.73
1820,21,275150.73,267743.44,542894.17
1820,22,266150.29,258776.3,524926.59
1820,23,256911.27,249369.92,506281.19
1820,24,279532.24,240543.55,520075.79
1820,25,265471.02,227920.17,493391.19
1820,26,254021.77,217671.7,471693.47
1820,27,244145.94,208897.51,453043.45
1820,28,235055.99,200930.76,435986.75
1820,29,233760.66,190752.02,424512.68
1820,30,232122.1,189402.36,421524.46
1820,31,231281.39,188718.32,419999.71
1820,32,232293.49,189566.51,421860.0
1820,33,236689.66,193232.4,429922.06
1820,34,216172.95,195364.05,411537.0
1820,35,214848.38,194258.2,409106.58
1820,36,213143.01,192809.5,405952.51
1820,37,210372.29,190392.38,400764.67
1820,38,206902.47,187354.83,394257.3
1820,39,204249.66,186676.85,390926.51
1820,40,200157.85,182994.29,383152.14
1820,41,195001.15,178279.38,373280.53
1820,42,188910.13,172655.51,361565.64
1820,43,181494.76,165786.14,347280.9
1820,44,188882.1,158764.33,347646.43
1820,45,181640.27,152567.27,334207.54
1820,46,176368.78,148072.94,324441.72
1820,47,172678.25,144970.82,317649.07
1820,48,168969.24,141909.51,310878.75
1820,49,162053.83,137905.62,299959.45
1820,50,161886.26,137914.81,299801.07
1820,51,161017.21,137329.58,298346.79
1820,52,159582.14,136256.08,295838.22
1820,53,158135.8,135146.02,293281.82
1820,54,147355.88,134268.04,281623.92
1820,55,144430.74,131629.7,276060.44
1820,56,141674.55,129081.28,270755.83
1820,57,138705.78,126285.14,264990.92
1820,58,134716.85,122500.21,257217.06
1820,59,127059.07,119515.67,246574.74
1820,60,123748.94,116248.67,239997.61
1820,61,119681.39,112333.01,232014.4
1820,62,114994.1,107894.57,222888.67
1820,63,108941.28,102194.15,211135.43
1820,64,103475.19,97627.77,201102.96
1820,65,98128.58,92558.49,190687.07
1820,66,92359.85,87054.63,179414.48
1820,67,86224.28,81164.41,167388.69
1820,68,80006.11,75159.69,155165.8
1820,69,74697.03,69522.36,144219.39
1820,70,68348.86,63482.94,131831.8
1820,71,61958.93,57481.47,119440.4
1820,72,55611.21,51599.19,107210.4
1820,73,50233.47,46690.44,96923.91
1820,74,44427.35,41811.82,86239.17
1820,75,39682.71,37460.98,77143.69
1820,76,35166.57,33253.89,68420.46
1820,77,30784.72,29092.71,59877.43
1820,78,26126.96,24593.65,50720.61
1820,79,23221.47,20479.93,43701.4
1820,80,19639.03,18333.78,37972.81
1820,81,16607.14,15414.32,32021.46
1820,82,13813.2,12789.35,26602.55
1820,83,11313.53,10498.41,21811.94
1820,84,9142.91,8537.0,17679.91
1820,85,7327.8,6895.81,14223.61
1820,86,5874.99,5567.42,11442.41
1820,87,4703.01,4460.07,9163.08
1820,88,3754.5,3535.66,7290.16
1820,89,2989.76,2782.21,5771.97
1820,90,2343.25,2155.06,4498.31
1820,91,1796.36,1643.82,3440.18
1820,92,1359.22,1249.33,2608.55
1820,93,1021.09,951.5,1972.59
1820,94,753.86,722.3,1476.16
1820,95,542.11,539.77,1081.88
1820,96,377.97,382.64,760.61
1820,97,249.02,260.9,509.92
1820,98,150.85,168.86,319.71
1820,99,85.86,95.91,181.77
1820,100,49.38,53.75,103.13
1820,101,31.1,36.16,67.26
1820,102,18.03,20.69,38.72
1820,103,10.61,13.98,24.59
1820,104,5.65,7.79,13.44
1820,105,3.17,4.69,7.86
1820,106,1.29,2.28,3.57
1820,107,0.76,1.24,2.0
1820,108,0.25,0.77,1.02
1820,109,0.0,0.26,0.26
1820,110,0.0,0.0,0.0
1821,0,453766.01,477146.46,930912.47
1821,1,376831.16,382012.26,758843.42
1821,2,355333.99,359820.61,715154.6
1821,3,340654.36,344732.46,685386.82
1821,4,338414.48,342288.21,680702.69
1821,5,327330.58,341025.9,668356.48
1821,6,319969.72,333326.66,653296.38
1821,7,313216.09,326217.52,639433.61
1821,8,308055.27,320737.43,628792.7
1821,9,301428.35,313692.49,615120.84
1821,10,295545.98,309732.95,605278.93
1821,11,292610.09,306513.09,599123.18
1821,12,290127.05,303784.28,593911.33
1821,13,286672.58,300046.89,586719.47
1821,14,277044.31,289922.79,566967.1
1821,15,282502.1,284323.45,566825.55
1821,16,279882.36,281805.44,561687.8
1821,17,276934.06,279050.26,555984.32
1821,18,273906.3,276335.73,550242.03
1821,19,273775.18,276485.11,550260.29
1821,20,286148.7,278046.75,564195.45
1821,21,280722.05,272879.51,553601.56
1821,22,272662.72,264981.71,537644.43
1821,23,263358.64,255717.51,519076.15
1821,24,254107.89,246374.52,500482.41
1821,25,276619.06,237911.97,514531.03
1821,26,262967.3,225809.41,488776.71
1821,27,251956.02,216071.28,468027.3
1821,28,242255.22,207540.02,449795.24
1821,29,233202.4,199667.31,432869.71
1821,30,231036.6,188587.64,419624.24
1821,31,229491.7,187322.0,416813.7
1821,32,228817.39,186791.27,415608.66
1821,33,230254.26,188003.23,418257.49
1821,34,235400.04,192295.85,427695.89
1821,35,214085.56,193551.32,407636.88
1821,36,212777.93,192440.74,405218.67
1821,37,210953.27,190866.41,401819.68
1821,38,207907.83,188175.39,396083.22
1821,39,204275.41,184966.14,389241.55
1821,40,202205.8,184936.84,387142.64
1821,41,197825.11,180942.22,378767.33
1821,42,192422.69,175972.8,368395.49
1821,43,186126.9,170142.21,356269.11
1821,44,178419.49,163005.93,341425.42
1821,45,185686.95,156063.45,341750.4
1821,46,178727.85,150133.85,328861.7
1821,47,173818.5,145967.01,319785.51
1821,48,170336.2,143042.75,313378.95
1821,49,166430.5,139792.94,306223.44
1821,50,159280.33,135358.6,294638.93
1821,51,158910.25,135154.66,294064.91
1821,52,157800.51,134334.8,292135.31
1821,53,156218.43,133125.05,289343.48
1821,54,154790.48,132026.89,286817.37
1821,55,144221.19,131133.29,275354.48
1821,56,141287.38,128485.23,269772.61
1821,57,138465.79,125875.48,264341.27
1821,58,135253.27,122862.41,258115.68
1821,59,130772.37,118643.6,249415.97
1821,60,123205.05,115789.67,238994.72
1821,61,119498.02,112204.29,231702.31
1821,62,115131.31,108045.2,223176.51
1821,63,110264.66,103468.75,213733.41
1821,64,103900.96,97492.09,201393.05
1821,65,99075.49,93489.88,192565.37
1821,66,93655.25,88367.97,182023.22
1821,67,87742.31,82749.67,170491.98
1821,68,81436.57,76735.13,158171.7
1821,69,75090.38,70657.35,145747.73
1821,70,69900.42,65086.12,134986.54
1821,71,63448.7,59007.04,122455.74
1821,72,57060.2,53035.81,110096.01
1821,73,50799.57,47232.91,98032.48
1821,74,45791.11,42638.13,88429.24
1821,75,40219.26,37919.96,78139.22
1821,76,35702.28,33710.94,69413.22
1821,77,31387.19,29637.93,61025.12
1821,78,27158.79,25596.63,52755.42
1821,79,22532.47,21134.54,43667.01
1821,80,19568.46,18301.9,37870.36
1821,81,16509.57,15363.52,31873.09
1821,82,13690.54,12687.15,26377.69
1821,83,11168.38,10337.58,21505.96
1821,84,8999.43,8354.37,17353.8
1821,85,7201.26,6717.59,13918.85
1821,86,5775.51,5415.17,11190.68
1821,87,4650.16,4375.02,9025.18
1821,88,3742.41,3509.7,7252.11
1821,89,2994.91,2781.1,5776.01
1821,90,2367.96,2175.39,4543.35
1821,91,1830.66,1672.59,3503.25
1821,92,1373.01,1260.01,2633.02
1821,93,1014.71,945.98,1960.69
1821,94,745.04,710.44,1455.48
1821,95,534.28,524.45,1058.73
1821,96,374.32,379.32,753.64
1821,97,252.08,252.99,505.07
1821,98,157.8,159.36,317.16
1821,99,87.06,92.72,179.78
1821,100,46.06,48.96,95.02
1821,101,28.71,30.72,59.43
1821,102,17.32,19.59,36.91
1821,103,9.63,10.64,20.27
1821,104,5.07,6.76,11.83
1821,105,2.18,3.03,5.21
1821,106,1.04,1.61,2.65
1821,107,0.0,0.31,0.31
1821,108,0.0,0.0,0.0
1821,109,0.0,0.0,0.0
1821,110,0.0,0.0,0.0
1822,0,413464.61,432802.45,846267.06
1822,1,407037.2,421261.67,828298.87
1822,2,362317.82,366301.62,728619.44
1822,3,348155.94,351467.11,699623.05
1822,4,338408.1,341229.86,679637.96
1822,5,330865.45,333292.15,664157.6
1822,6,320185.99,334869.19,655055.18
1822,7,313969.38,328144.92,642114.3
1822,8,308156.77,321858.77,630015.54
1822,9,303009.36,316290.25,619299.61
1822,10,299167.79,312055.97,611223.76
1822,11,292332.67,306064.42,598397.09
1822,12,289366.39,302917.08,592283.47
1822,13,286815.99,300365.1,587181.09
1822,14,284306.23,298046.38,582352.61
1822,15,280321.67,294441.6,574763.27
1822,16,282168.53,284270.33,566438.86
1822,17,278844.52,281603.48,560448.0
1822,18,275362.16,278665.16,554027.32
1822,19,271812.89,275419.82,547232.71
1822,20,268576.83,272102.13,540678.96
1822,21,278212.72,271778.07,549990.79
1822,22,276110.72,269192.93,545303.65
1822,23,271355.59,263903.65,535259.24
1822,24,264115.79,256168.98,520284.77
1822,25,255679.96,247310.24,502990.2
1822,26,276390.53,238561.29,514951.82
1822,27,261635.02,225261.32,486896.34
1822,28,249132.54,214013.29,463145.83
1822,29,239014.68,204921.49,443936.17
1822,30,229995.64,196880.47,426876.11
1822,31,231434.81,189348.19,420783.0
1822,32,229394.1,187568.13,416962.23
1822,33,227841.02,186254.36,414095.38
1822,34,227080.24,185671.52,412751.76
1822,35,228325.77,186857.65,415183.42
1822,36,211642.83,191118.7,402761.53
1822,37,209898.26,189809.24,399707.5
1822,38,208225.74,188598.57,396824.31
1822,39,206035.28,186900.08,392935.36
1822,40,202650.89,184075.37,386726.26
1822,41,197797.14,180706.7,378503.84
1822,42,194436.42,177742.98,372179.4
1822,43,190029.9,173739.58,363769.48
1822,44,184734.71,168843.2,353577.91
1822,45,178658.37,163166.95,341825.32
1822,46,185802.0,156226.99,342028.99
1822,47,177716.78,149189.99,326906.77
